doc_id,accident_id,text,event_polarity,topic_id
1149,318,"Disassembly of the actuator revealed the restrictor fitting was installed in the head end of the actuator and the union fitting was installed on the rod end cap. The engineering drawing, the CMM, and the Illustrated Parts Catalogue require the restrictor fitting to be installed in the rod end cap and the union fitting to be installed in the head end.",NEGATIVE,-1
1150,32,The SEA tower controller cleared the A330 for takeoff and over flew the B737 that had taxied onto the runway after landing on a parallel runway.,NEGATIVE,9
1151,32,he stated that he was not aware of another airplane on runway 34R,NEGATIVE,9
1152,32,missed the content of a tower radio transmission because he was concentrating on flying the airplane,NEGATIVE,4
1153,32,he did not think it was a significant transmission,NEGATIVE,4
1154,32,He did not recall hearing the SEA ATCT controller clear NWA106 for takeoff,NEGATIVE,-1
1155,32,the pilots of NWA flight 106 reported that they were not aware of the other aircraft or that any runway incursion had taken place,NEGATIVE,9
1156,32,the pilots of NWA flight 106 reported that they were not aware of the other aircraft or that any runway incursion had taken place,NEGATIVE,9
1157,321,"a Boeing 737-924ER, N37420, struck a large bird while approaching to land at the Denver International Airport (DEN), Denver, Colorado.",NEGATIVE,0
1158,321,"following the bird strike, the Captain's airspeed and altimeter were inoperative",NEGATIVE,-1
1159,321,the First Officer's airspeed and altitude were erratic,NEGATIVE,12
1160,321,The crew referenced the standby instruments but the readings did not make sense to the crew given the aircraft altitude and power settings.,NEGATIVE,-1
1161,321,he initially lost airspeed and altitude indication and eventually lost all instrument indications.,NEGATIVE,12
1162,322,the flight crew experienced abnormal skidding from the nose landing gear.,NEGATIVE,3
1163,322,Initial inspection found the left nose wheel assembly was completely missing with damage to nose landing gear axle area.,NEGATIVE,3
1164,323,"Republic Airlines, Inc.,(doing business as US Airways Express), flight 3133, an Embraer S.A. ERJ 170-200 LR, N134HQ, encountered turbulence while over the Atlantic Ocean near Hilton Head, South Carolina, during an en-route descent.",NEGATIVE,0
1165,324,"Lufthansa flight 417, an Airbus A330, D-AIKE, collided with Colgan Air flight 3912, d.b.a. United Express, a Bombardier DHC-8-400, N341NG, while the Airbus was taxiing for takeoff at Washington Dulles International Airport (IAD), Dulles, Virginia.",NEGATIVE,0
1166,327,reported smoke in the cockpit and in the cabin,NEGATIVE,16
1167,328,"a Bombardier DHC-8-103, N886EA, experienced an uncommanded left roll and uncontrolled descent while climbing through about 12,000 feet mean sea level (mean sea level, all altitudes are mean sea level unless noted).",NEGATIVE,12
1168,328,"As the airplane began to level off, it began to shudder",NEGATIVE,-1
1169,328,"the airplane lost lift at 1041:18 as the airplane was climbing through 12,192 feet at an airspeed of 103 knots",NEGATIVE,12
1170,328,"shortly after, the shudder increased rapidly",NEGATIVE,-1
1171,328,"the airplane rolled left, followed immediately by a pitch down... the left roll began at 1041:23 at an airspeed of 97 knots and reached a left bank of 47° in about 11 seconds",NEGATIVE,5
1172,328,"According to both pilots, no stick shaker warning activated before the airplane rolled",NEGATIVE,-1
1173,328,"The captain was disapproved for his initial commercial pilot certificate on January 11, 2000, for Area 8, ""Emergency Procedures,""",NEGATIVE,4
1174,328,"The captain was also disapproved for his initial flight instructor – instrument airplane certificate on May 17, 2000, for area 8,",NEGATIVE,4
1175,328,An examination of Alaska State driving records indicated that the captain had 10 moving violations between February 2004 and April 2011.,NEGATIVE,1
1176,328,Era Aviation issued him a driving restriction that prohibited him from operating any company motor vehicles.,NEGATIVE,4
1177,328,ers whenever the threshold is reached to indicate an impending stall. The activation of the stick shaker cannot be changed to provide more protection when flying in icing conditions.,NEGATIVE,-1
1178,328,"Bombardier was unable to provide documentation of this correlation; therefore, it was not possible to determine when the stick shaker was set to activate.",NEGATIVE,-1
1179,328,"Due to a lack of flight data recorder and cockpit voice recorder (CVR) evidence, the activation of the stick shaker could not be determined.",NEGATIVE,-1
1180,328,The PAI said those e-mails were not saved,NEGATIVE,-1
1181,328,"He said that it was 'not his business crawling around aircraft' to look at part numbers and that, ultimately, the operator is responsible for full compliance with relevant regulations",NEGATIVE,-1
1182,328,The PAI stated that significant turnover within the company of three DQCs and two DOMs since 2008 possibly allowed the new CVR regulations to 'fall through the cracks',NEGATIVE,-1
1183,328,ERA reviewed the CVRs installed on their entire fleet and found that none of them recorded the required 2-hour duration,NEGATIVE,-1
1184,328,Use of VS mode in climb will be prohibited.,NEGATIVE,12
1185,329,"On September 9, 2012 a Boeing 747 operated by Atlas Air did not comply with the height and tracking requirements of the BADGR SIX STAR to Melbourne Airport.",NEGATIVE,9
1186,33,"On July 4, 2008 a Saudi Arabian Airlines Boeing 747-300 experienced a No. 1 General Electric (GE) CF6-50 engine uncontained failure during initial climb after takeoff from the King Abdul-Aziz International Airport (JED), Jeddah, Kingdom of Saudi Arabia.",NEGATIVE,0
1187,33,The flight crew reported that they reduced the No. 1 engine thrust following takeoff after noticing fluctuations in its exhaust gas temperature and fan speed (N1) indications.,NEGATIVE,14
1188,33,"According to the captain, the fluctuations continued during the initial climb, and about one minute later, at about 1,100 feet above ground level (above ground level), the engine’s low oil pressure warning illuminated and the oil quantity indicator read zero.",NEGATIVE,14
1189,33,"According to the captain, the fluctuations continued during the initial climb, and about one minute later, at about 1,100 feet above ground level (above ground level), the engine’s low oil pressure warning illuminated and the oil quantity indicator read zero.",NEGATIVE,14
1190,330,"encountered severe turbulence on descent into CLT. During the encounter, a flight attendant was seriously injured.",NEGATIVE,1
1191,330,"The airplane was descending through approximately 16,000 feet when it entered the clouds and encountered moderate turbulence.",NEGATIVE,7
1192,330,"The ""C"" flight attendant was securing the after galley during the encounter. She was lifted into the air, fell back down onto the cabin floor, and landed on her back.",NEGATIVE,1
1193,331,"According to the pilot, during the takeoff roll, he noticed two deer on the right side of the runway that were moving into the path of the airplane.",NEGATIVE,9
1194,331,but the airplane subsequently struck a deer with the right wing resulting in substantial damage to the spar.,NEGATIVE,2
1195,332,"a Boeing 717-200, N894AT, was struck by a catering truck while it was parked at the gate at General Mitchell International Airport (KMKE), Milwaukee, Wisconsin.",NEGATIVE,0
1196,332,"The driver said he attempted to stop, applying the brakes 3 times. The truck did not stop and struck the airplane.",NEGATIVE,5
1197,332,The truck did not stop and struck the airplane.,NEGATIVE,-1
1198,334,proceeded to overrun the end of the runway,NEGATIVE,9
1199,334,the end of the runway safety area,NEGATIVE,9
1200,334,broke through the localizer antenna,NEGATIVE,2
1201,334,The aircraft sustained minor damage,NEGATIVE,2
1202,334,the airport localizer antenna was damaged,NEGATIVE,2
1203,335,a flight attendant that was conducting beverage service tripped over a passenger's leg that was protruding into the isle. The flight attendant fell and felt pain in her knee and foot.,NEGATIVE,1
1204,335,She did not resume her duties during the flight.,NEGATIVE,-1
1205,336,rejected the takeoff due to smoke in the cabin. The aircraft stopped on the runway,NEGATIVE,16
1206,336,rejected the takeoff due to smoke in the cabin,NEGATIVE,16
1207,336,an unknown number were injured during the evacuation,NEGATIVE,1
1208,336,Airplane damage is being assessed,NEGATIVE,2
1209,337,"a Mooney M20E, D-EMHE was destroyed following a loss of control during initial climb from Rosenthal Field Ploessen Airport (EDQP), near Speichersdorf, Germany.",NEGATIVE,2
1210,337,"a Mooney M20E, D-EMHE was destroyed following a loss of control during initial climb from Rosenthal Field Ploessen Airport (EDQP), near Speichersdorf, Germany.",NEGATIVE,2
1211,337,The pilot and passenger were fatally injured.,NEGATIVE,1
1212,337,The pilot and passenger were fatally injured.,NEGATIVE,1
1213,338,"a Boeing (previously McDonnell Douglas) MD-88, N908DE, operated by Delta Air Lines as flight 241 experienced an uncontained 4th stage turbine blade separation and loss of power from the left engine as the airplane was climbing through flight level 240 after takeoff from the Hartsfield-Jackson Atlanta International Airport (ATL), Atlanta, Georgia.",NEGATIVE,0
